page,url,ss,source_query,URL_STRUCTURE_PASS,WANDROZ_QUERY_MATCH,BOOKING_DESTINATION_VERIFIED,AFFILIATE_ATTRIBUTION_VERIFIED,destination_class,notes
praha/praha-dablice,https://www.booking.com/searchresults.html?ss=Praha-%C4%8E%C3%A1blice%2C%20Prague%2C%20Czechia,"Praha-Ďáblice, Prague, Czechia","Praha-Ďáblice, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-reporyje,https://www.booking.com/searchresults.html?ss=Praha-%C5%98eporyje%2C%20Prague%2C%20Czechia,"Praha-Řeporyje, Prague, Czechia","Praha-Řeporyje, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-seberov,https://www.booking.com/searchresults.html?ss=Praha-%C5%A0eberov%2C%20Prague%2C%20Czechia,"Praha-Šeberov, Prague, Czechia","Praha-Šeberov, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
praha/praha-sterboholy,https://www.booking.com/searchresults.html?ss=Praha-%C5%A0t%C4%9Brboholy%2C%20Prague%2C%20Czechia,"Praha-Štěrboholy, Prague, Czechia","Praha-Štěrboholy, Prague, Czechia",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/acilia-nord,https://www.booking.com/searchresults.html?ss=Acilia%2C%20Italy,"Acilia, Italy","Acilia, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,destination shared with 1 other zone(s)
roma/acilia-sud,https://www.booking.com/searchresults.html?ss=Acilia%2C%20Italy,"Acilia, Italy","Acilia, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,destination shared with 1 other zone(s)
roma/acqua-vergine,https://www.booking.com/searchresults.html?ss=Acqua%20Vergine%2C%20Rome%2C%20Italy,"Acqua Vergine, Rome, Italy","Acqua Vergine, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/acquatraversa,https://www.booking.com/searchresults.html?ss=Acquatraversa%2C%20Rome%2C%20Italy,"Acquatraversa, Rome, Italy","Acquatraversa, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/aeropoprto-dell-urbe,https://www.booking.com/searchresults.html?ss=Aeroporto%20dell%27Urbe%2C%20Rome%2C%20Italy,"Aeroporto dell'Urbe, Rome, Italy","Aeroporto dell'Urbe, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/alessandrina,https://www.booking.com/searchresults.html?ss=Alessandrina%2C%20Rome%2C%20Italy,"Alessandrina, Rome, Italy","Alessandrina, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/appia-antica-nord,https://www.booking.com/searchresults.html?ss=Appia%20Antica%20Nord%2C%20Rome%2C%20Italy,"Appia Antica Nord, Rome, Italy","Appia Antica Nord, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/appia-antica-sud,https://www.booking.com/searchresults.html?ss=Appia%20Antica%20Sud%2C%20Rome%2C%20Italy,"Appia Antica Sud, Rome, Italy","Appia Antica Sud, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/appio,https://www.booking.com/searchresults.html?ss=Appio%20Latino%2C%20Rome%2C%20Italy,"Appio Latino, Rome, Italy","Appio Latino, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/appio-claudio,https://www.booking.com/searchresults.html?ss=Appio-Claudio%2C%20Rome%2C%20Italy,"Appio-Claudio, Rome, Italy","Appio-Claudio, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/aurelio-nord,https://www.booking.com/searchresults.html?ss=Aurelio%20Nord%2C%20Rome%2C%20Italy,"Aurelio Nord, Rome, Italy","Aurelio Nord, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/aurelio-sud,https://www.booking.com/searchresults.html?ss=Aurelio%20Sud%2C%20Rome%2C%20Italy,"Aurelio Sud, Rome, Italy","Aurelio Sud, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/aventino,https://www.booking.com/searchresults.html?ss=Aventino%2C%20Rome%2C%20Italy,"Aventino, Rome, Italy","Aventino, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/barcaccia,https://www.booking.com/searchresults.html?ss=Barcaccia%2C%20Rome%2C%20Italy,"Barcaccia, Rome, Italy","Barcaccia, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/boccea,https://www.booking.com/searchresults.html?ss=Boccea%2C%20Rome%2C%20Italy,"Boccea, Rome, Italy","Boccea, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/borghesiana,https://www.booking.com/searchresults.html?ss=Borghesiana%2C%20Rome%2C%20Italy,"Borghesiana, Rome, Italy","Borghesiana, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/bufalotta,https://www.booking.com/searchresults.html?ss=Bufalotta%2C%20Rome%2C%20Italy,"Bufalotta, Rome, Italy","Bufalotta, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/buon-pastore,https://www.booking.com/searchresults.html?ss=Buon%20Pastore%2C%20Gianicolense%2C%20Rome%2C%20Italy,"Buon Pastore, Gianicolense, Rome, Italy","Buon Pastore, Gianicolense, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/casal-bertone,https://www.booking.com/searchresults.html?ss=Casal%20Bertone%2C%20Rome%2C%20Italy,"Casal Bertone, Rome, Italy","Casal Bertone, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/casal-boccone,https://www.booking.com/searchresults.html?ss=Casal%20Boccone%2C%20Rome%2C%20Italy,"Casal Boccone, Rome, Italy","Casal Boccone, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/casal-bruciato,https://www.booking.com/searchresults.html?ss=Casal%20Bruciato%2C%20Rome%2C%20Italy,"Casal Bruciato, Rome, Italy","Casal Bruciato, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/casal-de-pazzi,https://www.booking.com/searchresults.html?ss=Casal%20de%27%20Pazzi%2C%20Rome%2C%20Italy,"Casal de' Pazzi, Rome, Italy","Casal de' Pazzi, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/casalotti-di-boccea,https://www.booking.com/searchresults.html?ss=Casalotti%2C%20Rome%2C%20Italy,"Casalotti, Rome, Italy","Casalotti, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/casetta-mistica,https://www.booking.com/searchresults.html?ss=Casetta%20Mistica%2C%20Rome%2C%20Italy,"Casetta Mistica, Rome, Italy","Casetta Mistica, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/casilino,https://www.booking.com/searchresults.html?ss=Casilino%2C%20Rome%2C%20Italy,"Casilino, Rome, Italy","Casilino, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/castel-fusano,https://www.booking.com/searchresults.html?ss=Castel%20Fusano%2C%20Rome%2C%20Italy,"Castel Fusano, Rome, Italy","Castel Fusano, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/castel-porziano,https://www.booking.com/searchresults.html?ss=Castel%20Porziano%2C%20Rome%2C%20Italy,"Castel Porziano, Rome, Italy","Castel Porziano, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/castel-romano,https://www.booking.com/searchresults.html?ss=Castel%20Romano%2C%20Rome%2C%20Italy,"Castel Romano, Rome, Italy","Castel Romano, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/castelluccia,https://www.booking.com/searchresults.html?ss=Castelluccia%2C%20Rome%2C%20Italy,"Castelluccia, Rome, Italy","Castelluccia, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/cecchignola,https://www.booking.com/searchresults.html?ss=Cecchignola%2C%20Rome%2C%20Italy,"Cecchignola, Rome, Italy","Cecchignola, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/celio,https://www.booking.com/searchresults.html?ss=Celio%2C%20Rome%2C%20Italy,"Celio, Rome, Italy","Celio, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/centocelle,https://www.booking.com/searchresults.html?ss=Centocelle%2C%20Rome%2C%20Italy,"Centocelle, Rome, Italy","Centocelle, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/centro-direzionale-centocelle,https://www.booking.com/searchresults.html?ss=Centro%20Direzionale%20Centocelle%2C%20Rome%2C%20Italy,"Centro Direzionale Centocelle, Rome, Italy","Centro Direzionale Centocelle, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/centro-storico,https://www.booking.com/searchresults.html?ss=Centro%20Storico%2C%20Rome%2C%20Italy,"Centro Storico, Rome, Italy","Centro Storico, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/cesano,https://www.booking.com/searchresults.html?ss=Cesano%2C%20Rome%2C%20Italy,"Cesano, Rome, Italy","Cesano, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/ciampino,https://www.booking.com/searchresults.html?ss=Ciampino%2C%20Italy,"Ciampino, Italy","Ciampino, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/colli-portuensi,https://www.booking.com/searchresults.html?ss=Colli%20Portuensi%2C%20Rome%2C%20Italy,"Colli Portuensi, Rome, Italy","Colli Portuensi, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/conca-d-oro,https://www.booking.com/searchresults.html?ss=Conca%20d%27Oro%2C%20Rome%2C%20Italy,"Conca d'Oro, Rome, Italy","Conca d'Oro, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/corviale,https://www.booking.com/searchresults.html?ss=Corviale%2C%20Rome%2C%20Italy,"Corviale, Rome, Italy","Corviale, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/decima,https://www.booking.com/searchresults.html?ss=Decima%2C%20Rome%2C%20Italy,"Decima, Rome, Italy","Decima, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/della-vittoria,https://www.booking.com/searchresults.html?ss=Della%20Vittoria%2C%20Rome%2C%20Italy,"Della Vittoria, Rome, Italy","Della Vittoria, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/don-bosco,https://www.booking.com/searchresults.html?ss=Don%20Bosco%2C%20Rome%2C%20Italy,"Don Bosco, Rome, Italy","Don Bosco, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/eroi,https://www.booking.com/searchresults.html?ss=Eroi%2C%20Rome%2C%20Italy,"Eroi, Rome, Italy","Eroi, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/esquilino,https://www.booking.com/searchresults.html?ss=Esquilino%2C%20Rome%2C%20Italy,"Esquilino, Rome, Italy","Esquilino, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/eur,https://www.booking.com/searchresults.html?ss=EUR%2C%20Rome%2C%20Italy,"EUR, Rome, Italy","EUR, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/farnesina,https://www.booking.com/searchresults.html?ss=Farnesina%2C%20Rome%2C%20Italy,"Farnesina, Rome, Italy","Farnesina, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/fidene,https://www.booking.com/searchresults.html?ss=Fidene%2C%20Rome%2C%20Italy,"Fidene, Rome, Italy","Fidene, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/flaminio,https://www.booking.com/searchresults.html?ss=Flaminio%2C%20Rome%2C%20Italy,"Flaminio, Rome, Italy","Flaminio, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/fogaccia,https://www.booking.com/searchresults.html?ss=Fogaccia%2C%20Rome%2C%20Italy,"Fogaccia, Rome, Italy","Fogaccia, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/foro-italico,https://www.booking.com/searchresults.html?ss=Foro%20Italico%2C%20Rome%2C%20Italy,"Foro Italico, Rome, Italy","Foro Italico, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/garbatella,https://www.booking.com/searchresults.html?ss=Garbatella%2C%20Rome%2C%20Italy,"Garbatella, Rome, Italy","Garbatella, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/gianicolense,https://www.booking.com/searchresults.html?ss=Circonvallazione%20Gianicolense%2C%20Rome%2C%20Italy,"Circonvallazione Gianicolense, Rome, Italy","Circonvallazione Gianicolense, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/giardinetti-tor-vergata,https://www.booking.com/searchresults.html?ss=Tor%20Vergata%2C%20Rome%2C%20Italy,"Tor Vergata, Rome, Italy","Tor Vergata, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/giustiniana,https://www.booking.com/searchresults.html?ss=Giustiniana%2C%20Rome%2C%20Italy,"Giustiniana, Rome, Italy","Giustiniana, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/gordiani,https://www.booking.com/searchresults.html?ss=Gordiani%2C%20Rome%2C%20Italy,"Gordiani, Rome, Italy","Gordiani, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/gregna,https://www.booking.com/searchresults.html?ss=Torre%20Gaia%2C%20Rome%2C%20Italy,"Torre Gaia, Rome, Italy","Torre Gaia, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/grottaperfetta,https://www.booking.com/searchresults.html?ss=Grottaperfetta%2C%20Rome%2C%20Italy,"Grottaperfetta, Rome, Italy","Grottaperfetta, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/grottarossa-est,https://www.booking.com/searchresults.html?ss=Grottarossa%20Est%2C%20Rome%2C%20Italy,"Grottarossa Est, Rome, Italy","Grottarossa Est, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/grottarossa-ovest,https://www.booking.com/searchresults.html?ss=Grottarossa%20Ovest%2C%20Rome%2C%20Italy,"Grottarossa Ovest, Rome, Italy","Grottarossa Ovest, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/infernetto,https://www.booking.com/searchresults.html?ss=Infernetto%2C%20Rome%2C%20Italy,"Infernetto, Rome, Italy","Infernetto, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/la-rustica,https://www.booking.com/searchresults.html?ss=La%20Rustica%2C%20Rome%2C%20Italy,"La Rustica, Rome, Italy","La Rustica, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/la-storta,https://www.booking.com/searchresults.html?ss=La%20Storta%2C%20Rome%2C%20Italy,"La Storta, Rome, Italy","La Storta, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/labaro,https://www.booking.com/searchresults.html?ss=Labaro%2C%20Rome%2C%20Italy,"Labaro, Rome, Italy","Labaro, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/latino,https://www.booking.com/searchresults.html?ss=Via%20Latina%2C%20Rome%2C%20Italy,"Via Latina, Rome, Italy","Via Latina, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/laurentino,https://www.booking.com/searchresults.html?ss=Laurentino%2C%20Rome%2C%20Italy,"Laurentino, Rome, Italy","Laurentino, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/lucrezia-romana,https://www.booking.com/searchresults.html?ss=Lucrezia%20Romana%2C%20Rome%2C%20Italy,"Lucrezia Romana, Rome, Italy","Lucrezia Romana, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/lunghezza,https://www.booking.com/searchresults.html?ss=Lunghezza%2C%20Rome%2C%20Italy,"Lunghezza, Rome, Italy","Lunghezza, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/magliana,https://www.booking.com/searchresults.html?ss=Magliana%2C%20Rome%2C%20Italy,"Magliana, Rome, Italy","Magliana, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/malafede,https://www.booking.com/searchresults.html?ss=Malafede%2C%20Rome%2C%20Italy,"Malafede, Rome, Italy","Malafede, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/marconi,https://www.booking.com/searchresults.html?ss=Marconi%2C%20Rome%2C%20Italy,"Marconi, Rome, Italy","Marconi, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/martignano,https://www.booking.com/searchresults.html?ss=Martignano%2C%20Rome%2C%20Italy,"Martignano, Rome, Italy","Martignano, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/massimina,https://www.booking.com/searchresults.html?ss=Massimina%2C%20Rome%2C%20Italy,"Massimina, Rome, Italy","Massimina, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/medaglie-d-oro,https://www.booking.com/searchresults.html?ss=Medaglie%20d%27Oro%2C%20Rome%2C%20Italy,"Medaglie d'Oro, Rome, Italy","Medaglie d'Oro, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/mezzocammino,https://www.booking.com/searchresults.html?ss=Mezzocammino%2C%20Rome%2C%20Italy,"Mezzocammino, Rome, Italy","Mezzocammino, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/monte-sacro,https://www.booking.com/searchresults.html?ss=Monte%20Sacro%2C%20Rome%2C%20Italy,"Monte Sacro, Rome, Italy","Monte Sacro, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/monte-sacro-alto,https://www.booking.com/searchresults.html?ss=Monte%20Sacro%20Alto%2C%20Rome%2C%20Italy,"Monte Sacro Alto, Rome, Italy","Monte Sacro Alto, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/morena,https://www.booking.com/searchresults.html?ss=Morena%2C%20Rome%2C%20Italy,"Morena, Rome, Italy","Morena, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/navigatori,https://www.booking.com/searchresults.html?ss=Navigatori%2C%20Rome%2C%20Italy,"Navigatori, Rome, Italy","Navigatori, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/nomentano,https://www.booking.com/searchresults.html?ss=Nomentano%2C%20Rome%2C%20Italy,"Nomentano, Rome, Italy","Nomentano, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/omo,https://www.booking.com/searchresults.html?ss=Omo%2C%20Rome%2C%20Italy,"Omo, Rome, Italy","Omo, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/osteria-del-curato,https://www.booking.com/searchresults.html?ss=Osteria%20del%20Curato%2C%20Rome%2C%20Italy,"Osteria del Curato, Rome, Italy","Osteria del Curato, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/ostia-antica,https://www.booking.com/searchresults.html?ss=Ostia%20Antica%2C%20Rome%2C%20Italy,"Ostia Antica, Rome, Italy","Ostia Antica, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/ostia-nord,https://www.booking.com/searchresults.html?ss=Lido%20di%20Ostia%2C%20Italy,"Lido di Ostia, Italy","Lido di Ostia, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,destination shared with 1 other zone(s)
roma/ostia-sud,https://www.booking.com/searchresults.html?ss=Lido%20di%20Ostia%2C%20Italy,"Lido di Ostia, Italy","Lido di Ostia, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,destination shared with 1 other zone(s)
roma/ostiense,https://www.booking.com/searchresults.html?ss=Ostiense%2C%20Rome%2C%20Italy,"Ostiense, Rome, Italy","Ostiense, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/ottavia,https://www.booking.com/searchresults.html?ss=Ottavia%2C%20Rome%2C%20Italy,"Ottavia, Rome, Italy","Ottavia, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
roma/palocco,https://www.booking.com/searchresults.html?ss=Casal%20Palocco%2C%20Rome%2C%20Italy,"Casal Palocco, Rome, Italy","Casal Palocco, Rome, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
