page,url,ss,source_query,URL_STRUCTURE_PASS,WANDROZ_QUERY_MATCH,BOOKING_DESTINATION_VERIFIED,AFFILIATE_ATTRIBUTION_VERIFIED,destination_class,notes
madrid/hellin,https://www.booking.com/searchresults.html?ss=Hell%C3%ADn%2C%20Madrid%2C%20Spain,"Hellín, Madrid, Spain","Hellín, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
madrid/amposta,https://www.booking.com/searchresults.html?ss=Amposta%2C%20Madrid%2C%20Spain,"Amposta, Madrid, Spain","Amposta, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
madrid/arcos,https://www.booking.com/searchresults.html?ss=Arcos%2C%20Madrid%2C%20Spain,"Arcos, Madrid, Spain","Arcos, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
madrid/rosas,https://www.booking.com/searchresults.html?ss=Rosas%2C%20Madrid%2C%20Spain,"Rosas, Madrid, Spain","Rosas, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
madrid/rejas,https://www.booking.com/searchresults.html?ss=Rejas%2C%20Madrid%2C%20Spain,"Rejas, Madrid, Spain","Rejas, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
madrid/canillejas,https://www.booking.com/searchresults.html?ss=Canillejas%2C%20Madrid%2C%20Spain,"Canillejas, Madrid, Spain","Canillejas, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
madrid/el-salvador,https://www.booking.com/searchresults.html?ss=El%20Salvador%2C%20Madrid%2C%20Spain,"El Salvador, Madrid, Spain","El Salvador, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
madrid/alameda-de-osuna,https://www.booking.com/searchresults.html?ss=Alameda%20de%20Osuna%2C%20Madrid%2C%20Spain,"Alameda de Osuna, Madrid, Spain","Alameda de Osuna, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
madrid/aeropuerto,https://www.booking.com/searchresults.html?ss=Aeropuerto%2C%20Madrid%2C%20Spain,"Aeropuerto, Madrid, Spain","Aeropuerto, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
madrid/casco-historico-de-barajas,https://www.booking.com/searchresults.html?ss=Barajas%2C%20Madrid%2C%20Spain,"Barajas, Madrid, Spain","Barajas, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
madrid/timon,https://www.booking.com/searchresults.html?ss=Tim%C3%B3n%2C%20Madrid%2C%20Spain,"Timón, Madrid, Spain","Timón, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
madrid/corralejos,https://www.booking.com/searchresults.html?ss=Corralejos%2C%20Madrid%2C%20Spain,"Corralejos, Madrid, Spain","Corralejos, Madrid, Spain",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/duomo,https://www.booking.com/searchresults.html?ss=Duomo%2C%20Milan%2C%20Italy,"Duomo, Milan, Italy","Duomo, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/brera,https://www.booking.com/searchresults.html?ss=Brera%2C%20Milan%2C%20Italy,"Brera, Milan, Italy","Brera, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/giardini-porta-venezia,https://www.booking.com/searchresults.html?ss=Giardini%20Pubblici%20Indro%20Montanelli%2C%20Milan%2C%20Italy,"Giardini Pubblici Indro Montanelli, Milan, Italy","Giardini Pubblici Indro Montanelli, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/navigli-porta-ticinese,https://www.booking.com/searchresults.html?ss=Navigli%2C%20Milan%2C%20Italy,"Navigli, Milan, Italy","Navigli, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/magenta-sant-ambrogio,https://www.booking.com/searchresults.html?ss=Milan%2C%20Italy,"Milan, Italy","Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/parco-sempione,https://www.booking.com/searchresults.html?ss=Parco%20Sempione%2C%20Milan%2C%20Italy,"Parco Sempione, Milan, Italy","Parco Sempione, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/porta-garibaldi-porta-nuova,https://www.booking.com/searchresults.html?ss=Porta%20Nuova%2C%20Milan%2C%20Italy,"Porta Nuova, Milan, Italy","Porta Nuova, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/stazione-centrale,https://www.booking.com/searchresults.html?ss=Stazione%20Centrale%2C%20Milan%2C%20Italy,"Stazione Centrale, Milan, Italy","Stazione Centrale, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/isola,https://www.booking.com/searchresults.html?ss=Isola%2C%20Milan%2C%20Italy,"Isola, Milan, Italy","Isola, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/via-padova,https://www.booking.com/searchresults.html?ss=Via%20Padova%2C%20Milan%2C%20Italy,"Via Padova, Milan, Italy","Via Padova, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/corso-buenos-aires-porta-venezia,https://www.booking.com/searchresults.html?ss=Corso%20Buenos%20Aires%2C%20Milan%2C%20Italy,"Corso Buenos Aires, Milan, Italy","Corso Buenos Aires, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/citta-studi,https://www.booking.com/searchresults.html?ss=Citt%C3%A0%20Studi%2C%20Milan%2C%20Italy,"Città Studi, Milan, Italy","Città Studi, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/lambrate-ortica,https://www.booking.com/searchresults.html?ss=Lambrate%2C%20Milan%2C%20Italy,"Lambrate, Milan, Italy","Lambrate, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/porta-romana,https://www.booking.com/searchresults.html?ss=Porta%20Romana%2C%20Milan%2C%20Italy,"Porta Romana, Milan, Italy","Porta Romana, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/rogoredo-santa-giulia,https://www.booking.com/searchresults.html?ss=Rogoredo%2C%20Milan%2C%20Italy,"Rogoredo, Milan, Italy","Rogoredo, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/corvetto,https://www.booking.com/searchresults.html?ss=Corvetto%2C%20Milan%2C%20Italy,"Corvetto, Milan, Italy","Corvetto, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/navigli-sud-conchetta,https://www.booking.com/searchresults.html?ss=Naviglio%20Pavese%2C%20Milan%2C%20Italy,"Naviglio Pavese, Milan, Italy","Naviglio Pavese, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/giambellino,https://www.booking.com/searchresults.html?ss=Giambellino%2C%20Milan%2C%20Italy,"Giambellino, Milan, Italy","Giambellino, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/san-siro,https://www.booking.com/searchresults.html?ss=San%20Siro%2C%20Milan%2C%20Italy,"San Siro, Milan, Italy","San Siro, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/sarpi-chinatown,https://www.booking.com/searchresults.html?ss=Via%20Paolo%20Sarpi%2C%20Milan%2C%20Italy,"Via Paolo Sarpi, Milan, Italy","Via Paolo Sarpi, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/guastalla,https://www.booking.com/searchresults.html?ss=Guastalla%2C%20Milan%2C%20Italy,"Guastalla, Milan, Italy","Guastalla, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/porta-vigentina-porta-lodovica,https://www.booking.com/searchresults.html?ss=Porta%20Vigentina%20-%20Porta%20Lodovica%2C%20Milan%2C%20Italy,"Porta Vigentina - Porta Lodovica, Milan, Italy","Porta Vigentina - Porta Lodovica, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/maciachini-maggiolina,https://www.booking.com/searchresults.html?ss=Maciachini%20-%20Maggiolina%2C%20Milan%2C%20Italy,"Maciachini - Maggiolina, Milan, Italy","Maciachini - Maggiolina, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/greco-segnano,https://www.booking.com/searchresults.html?ss=Greco%20-%20Segnano%2C%20Milan%2C%20Italy,"Greco - Segnano, Milan, Italy","Greco - Segnano, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/niguarda-ca-granda-prato-centenaro-q-re-fulvio-testi,https://www.booking.com/searchresults.html?ss=Niguarda%20-%20Ca%27%20Granda%20-%20Prato%20Centenaro%20-%20Q.re%20Fulvio%20Testi%2C%20Milan%2C%20Italy,"Niguarda - Ca' Granda - Prato Centenaro - Q.re Fulvio Testi, Milan, Italy","Niguarda - Ca' Granda - Prato Centenaro - Q.re Fulvio Testi, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/bicocca,https://www.booking.com/searchresults.html?ss=Bicocca%2C%20Milan%2C%20Italy,"Bicocca, Milan, Italy","Bicocca, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/gorla-precotto,https://www.booking.com/searchresults.html?ss=Gorla%20-%20Precotto%2C%20Milan%2C%20Italy,"Gorla - Precotto, Milan, Italy","Gorla - Precotto, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/adriano,https://www.booking.com/searchresults.html?ss=Adriano%2C%20Milan%2C%20Italy,"Adriano, Milan, Italy","Adriano, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/cimiano-rottole-q-re-feltre,https://www.booking.com/searchresults.html?ss=Cimiano%20-%20Rottole%20-%20Q.re%20Feltre%2C%20Milan%2C%20Italy,"Cimiano - Rottole - Q.re Feltre, Milan, Italy","Cimiano - Rottole - Q.re Feltre, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/loreto-casoretto-nolo,https://www.booking.com/searchresults.html?ss=Loreto%20-%20Casoretto%20-%20Nolo%2C%20Milan%2C%20Italy,"Loreto - Casoretto - Nolo, Milan, Italy","Loreto - Casoretto - Nolo, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/parco-forlanini-cavriano,https://www.booking.com/searchresults.html?ss=Parco%20Forlanini%20-%20Cavriano%2C%20Milan%2C%20Italy,"Parco Forlanini - Cavriano, Milan, Italy","Parco Forlanini - Cavriano, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/corsica,https://www.booking.com/searchresults.html?ss=Corsica%2C%20Milan%2C%20Italy,"Corsica, Milan, Italy","Corsica, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/xxii-marzo,https://www.booking.com/searchresults.html?ss=XXII%20Marzo%2C%20Milan%2C%20Italy,"XXII Marzo, Milan, Italy","XXII Marzo, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/umbria-molise-calvairate,https://www.booking.com/searchresults.html?ss=Umbria%20-%20Molise%20-%20Calvairate%2C%20Milan%2C%20Italy,"Umbria - Molise - Calvairate, Milan, Italy","Umbria - Molise - Calvairate, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/ortomercato,https://www.booking.com/searchresults.html?ss=Ortomercato%2C%20Milan%2C%20Italy,"Ortomercato, Milan, Italy","Ortomercato, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/taliedo-morsenchio-q-re-forlanini,https://www.booking.com/searchresults.html?ss=Taliedo%20-%20Morsenchio%20-%20Q.re%20Forlanini%2C%20Milan%2C%20Italy,"Taliedo - Morsenchio - Q.re Forlanini, Milan, Italy","Taliedo - Morsenchio - Q.re Forlanini, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/triulzo-superiore,https://www.booking.com/searchresults.html?ss=Triulzo%20Superiore%2C%20Milan%2C%20Italy,"Triulzo Superiore, Milan, Italy","Triulzo Superiore, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/chiaravalle,https://www.booking.com/searchresults.html?ss=Chiaravalle%2C%20Milan%2C%20Italy,"Chiaravalle, Milan, Italy","Chiaravalle, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/scalo-romana,https://www.booking.com/searchresults.html?ss=Scalo%20Romana%2C%20Milan%2C%20Italy,"Scalo Romana, Milan, Italy","Scalo Romana, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/morivione,https://www.booking.com/searchresults.html?ss=Morivione%2C%20Milan%2C%20Italy,"Morivione, Milan, Italy","Morivione, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/vigentino-q-re-fatima,https://www.booking.com/searchresults.html?ss=Vigentino%20-%20Q.re%20Fatima%2C%20Milan%2C%20Italy,"Vigentino - Q.re Fatima, Milan, Italy","Vigentino - Q.re Fatima, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/quintosole,https://www.booking.com/searchresults.html?ss=Quintosole%2C%20Milan%2C%20Italy,"Quintosole, Milan, Italy","Quintosole, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/ronchetto-delle-rane,https://www.booking.com/searchresults.html?ss=Ronchetto%20delle%20Rane%2C%20Milan%2C%20Italy,"Ronchetto delle Rane, Milan, Italy","Ronchetto delle Rane, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/gratosoglio-q-re-missaglia-q-re-terrazze,https://www.booking.com/searchresults.html?ss=Gratosoglio%20-%20Q.re%20Missaglia%20-%20Q.re%20Terrazze%2C%20Milan%2C%20Italy,"Gratosoglio - Q.re Missaglia - Q.re Terrazze, Milan, Italy","Gratosoglio - Q.re Missaglia - Q.re Terrazze, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/stadera-chiesa-rossa-q-re-torretta-conca-fallata,https://www.booking.com/searchresults.html?ss=Stadera%20-%20Chiesa%20Rossa%20-%20Q.re%20Torretta%20-%20Conca%20Fallata%2C%20Milan%2C%20Italy,"Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata, Milan, Italy","Stadera - Chiesa Rossa - Q.re Torretta - Conca Fallata, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/tibaldi,https://www.booking.com/searchresults.html?ss=Tibaldi%2C%20Milan%2C%20Italy,"Tibaldi, Milan, Italy","Tibaldi, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/moncucco-san-cristoforo,https://www.booking.com/searchresults.html?ss=Moncucco%20-%20San%20Cristoforo%2C%20Milan%2C%20Italy,"Moncucco - San Cristoforo, Milan, Italy","Moncucco - San Cristoforo, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/barona,https://www.booking.com/searchresults.html?ss=Barona%2C%20Milan%2C%20Italy,"Barona, Milan, Italy","Barona, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/cantalupa,https://www.booking.com/searchresults.html?ss=Cantalupa%2C%20Milan%2C%20Italy,"Cantalupa, Milan, Italy","Cantalupa, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/ronchetto-sul-naviglio-q-re-lodovico-il-moro,https://www.booking.com/searchresults.html?ss=Ronchetto%20sul%20Naviglio%20-%20Q.re%20Lodovico%20il%20Moro%2C%20Milan%2C%20Italy,"Ronchetto sul Naviglio - Q.re Lodovico il Moro, Milan, Italy","Ronchetto sul Naviglio - Q.re Lodovico il Moro, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/porta-genova,https://www.booking.com/searchresults.html?ss=Porta%20Genova%2C%20Milan%2C%20Italy,"Porta Genova, Milan, Italy","Porta Genova, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/porta-magenta,https://www.booking.com/searchresults.html?ss=Porta%20Magenta%2C%20Milan%2C%20Italy,"Porta Magenta, Milan, Italy","Porta Magenta, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/bande-nere,https://www.booking.com/searchresults.html?ss=Bande%20Nere%2C%20Milan%2C%20Italy,"Bande Nere, Milan, Italy","Bande Nere, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/lorenteggio,https://www.booking.com/searchresults.html?ss=Lorenteggio%2C%20Milan%2C%20Italy,"Lorenteggio, Milan, Italy","Lorenteggio, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/muggiano,https://www.booking.com/searchresults.html?ss=Muggiano%2C%20Milan%2C%20Italy,"Muggiano, Milan, Italy","Muggiano, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/baggio-q-re-degli-olmi-q-re-valsesia,https://www.booking.com/searchresults.html?ss=Baggio%20-%20Q.re%20degli%20Olmi%20-%20Q.re%20Valsesia%2C%20Milan%2C%20Italy,"Baggio - Q.re degli Olmi - Q.re Valsesia, Milan, Italy","Baggio - Q.re degli Olmi - Q.re Valsesia, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/forze-armate,https://www.booking.com/searchresults.html?ss=Forze%20Armate%2C%20Milan%2C%20Italy,"Forze Armate, Milan, Italy","Forze Armate, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/de-angeli-monte-rosa,https://www.booking.com/searchresults.html?ss=De%20Angeli%20-%20Monte%20Rosa%2C%20Milan%2C%20Italy,"De Angeli - Monte Rosa, Milan, Italy","De Angeli - Monte Rosa, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/tre-torri,https://www.booking.com/searchresults.html?ss=Tre%20Torri%2C%20Milan%2C%20Italy,"Tre Torri, Milan, Italy","Tre Torri, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/stadio-ippodromi,https://www.booking.com/searchresults.html?ss=Stadio%20-%20Ippodromi%2C%20Milan%2C%20Italy,"Stadio - Ippodromi, Milan, Italy","Stadio - Ippodromi, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/quarto-cagnino,https://www.booking.com/searchresults.html?ss=Quarto%20Cagnino%2C%20Milan%2C%20Italy,"Quarto Cagnino, Milan, Italy","Quarto Cagnino, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/quinto-romano,https://www.booking.com/searchresults.html?ss=Quinto%20Romano%2C%20Milan%2C%20Italy,"Quinto Romano, Milan, Italy","Quinto Romano, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/figino,https://www.booking.com/searchresults.html?ss=Figino%2C%20Milan%2C%20Italy,"Figino, Milan, Italy","Figino, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/trenno,https://www.booking.com/searchresults.html?ss=Trenno%2C%20Milan%2C%20Italy,"Trenno, Milan, Italy","Trenno, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/q-re-gallaratese-q-re-san-leonardo-lampugnano,https://www.booking.com/searchresults.html?ss=Q.re%20Gallaratese%20-%20Q.re%20San%20Leonardo%20-%20Lampugnano%2C%20Milan%2C%20Italy,"Q.re Gallaratese - Q.re San Leonardo - Lampugnano, Milan, Italy","Q.re Gallaratese - Q.re San Leonardo - Lampugnano, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/qt-8,https://www.booking.com/searchresults.html?ss=QT%208%2C%20Milan%2C%20Italy,"QT 8, Milan, Italy","QT 8, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/portello,https://www.booking.com/searchresults.html?ss=Portello%2C%20Milan%2C%20Italy,"Portello, Milan, Italy","Portello, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/pagano,https://www.booking.com/searchresults.html?ss=Pagano%2C%20Milan%2C%20Italy,"Pagano, Milan, Italy","Pagano, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/ghisolfa,https://www.booking.com/searchresults.html?ss=Ghisolfa%2C%20Milan%2C%20Italy,"Ghisolfa, Milan, Italy","Ghisolfa, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/villapizzone-cagnola-boldinasco,https://www.booking.com/searchresults.html?ss=Villapizzone%20-%20Cagnola%20-%20Boldinasco%2C%20Milan%2C%20Italy,"Villapizzone - Cagnola - Boldinasco, Milan, Italy","Villapizzone - Cagnola - Boldinasco, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/maggiore-musocco-certosa,https://www.booking.com/searchresults.html?ss=Maggiore%20-%20Musocco%20-%20Certosa%2C%20Milan%2C%20Italy,"Maggiore - Musocco - Certosa, Milan, Italy","Maggiore - Musocco - Certosa, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
milano/cascina-merlata,https://www.booking.com/searchresults.html?ss=Cascina%20Merlata%2C%20Milan%2C%20Italy,"Cascina Merlata, Milan, Italy","Cascina Merlata, Milan, Italy",PASS,PASS,MANUAL_VERIFICATION_REQUIRED,NOT_ATTRIBUTED_BY_CURRENT_CODE,UNVERIFIED,
